item_code,item_name,category,uom,predicted_rate,source,last_po_price,last_po_date,erp_rate,live_metal_rate
WB-606-00022,"Aluminium Brazing Rod, Size:2 mm",WB-606-,KGS,432.32,costing formula (live metal),,,7000,367.9
WB-606-00010,"AL TIG Welding Rod, Ø2.4mm",WB-606-,KGS,432.32,costing formula (live metal),900.0,2025-07-31,900,367.9
WB-606-00004,"Aluminium Brazing Rod, Size:5mm",WB-606-,KGS,432.32,costing formula (live metal),,,440,367.9
AL-222-00164,Al Strip 11 x 1.8 (Bare) with 0.5mm covering - 0.12SE +2 Layers of polyester of 20u with 50% overlap+ varnish bonded fibre glass filament ( Fine covering) acc to IS 11597-1986,AL-222-,KGS,432.32,costing formula (live metal),,,416,367.9
AL-222-00207,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 11 × 5, Super Enamelled 0.11 mm (Finished OD= 11.11×5.11)",AL-222-,KGS,436.02,costing formula (live metal),,,415,367.9
AL-222-00220,"AL Round Conductor, Aluminium Wire Ø4.2 MM, Super Enameled 0.11mm, Grade-2, Class H , IS 13730 | IEC 60317 | Part - 8 (Finished OD=4.31 MM)",AL-222-,KGS,436.02,costing formula (live metal),,,415,367.9
PKG-000-00035,Aluminium Foil Cover Bag,PKG-000-,KGS,432.32,costing formula (live metal),,,410,367.9
AL-222-00208,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 5.5 × 3.5, Super Enamelled 0.11 mm (Finished OD= 5.61×3.61)",AL-222-,KGS,436.02,costing formula (live metal),,,405,367.9
AL-222-00217,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 6×3, Super Enamelled 0.12 mm (Finished OD=6.12×3.12)",AL-222-,KGS,436.02,costing formula (live metal),407.2,2025-10-30,405,367.9
AL-222-00205,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 7.5×3.5, Super Enamelled 0.11 mm (Finished OD=7.61×3.61)",AL-222-,KGS,436.02,costing formula (live metal),,,405,367.9
AL-111-00002,"Aluminium Foil, Electrical Grade:1050, Size: 250 (Width) X 1 MM (Thick)",AL-111-,KGS,432.32,costing formula (live metal),335.0,2025-10-03,400,367.9
AL-222-00033,"AL Round Conductor, Aluminium Wire Ø0.70 MM, Super Enameled 0.11mm, Grade-2, Class H",AL-222-,KGS,436.02,costing formula (live metal),,,393,367.9
AL-222-00055,"AL Rectangular Conductor, Aluminium Strip 8.0 X 4.0 MM, Super Enameled 0.08MM, Finished OD = 8.08 x 4.08 mm, Grade 2, Class H.",AL-222-,KGS,436.02,costing formula (live metal),,,390,367.9
AL-222-00046,"AL Round Conductor, Aluminium Wire Ø 0.35 MM, Enameled 0.06mm, Grade-2, Class H, Finished OD = 0.41 mm",AL-222-,KGS,436.02,costing formula (live metal),470.0,2026-02-24,389,367.9
AL-222-00034,"AL Round Conductor, Aluminium Wire Ø0.80 MM, Super Enameled 0.11mm, Grade-2, Class H",AL-222-,KGS,436.02,costing formula (live metal),,,389,367.9
AL-222-00038,"AL Round Conductor, Aluminium Wire Ø1.40 MM, Super Enameled 0.11mm, Grade-2, Class H",AL-222-,KGS,436.02,costing formula (live metal),397.0,2025-11-20,388,367.9
AL-222-00219,"AL Round Conductor, Aluminium Wire Ø3.251 MM, Super Enameled 0.11mm, Grade-2, Class H , IS 13730 | IEC 60317 | Part - 8 (Finished OD=3.361 MM)",AL-222-,KGS,436.02,costing formula (live metal),,,385,367.9
AL-222-00058,"Aluminium Wire Multi Paper Covering (MPC), As per IS:6162-Part-1, Class-A, Size: Dia - 3.8 MM, PC 1 MM Paper Covering(Finished OD=5.8 MM)",AL-222-,KGS,432.32,costing formula (live metal),,,372,367.9
AL-111-00033,"Aluminium Busbar 10 X 40 X 3660,6101 T6",AL-111-,KGS,415.26,costing formula (live metal),,,371,367.9
AL-111-00032,"Aluminium Busbar 10 X 80 X 3660,6101 T6",AL-111-,KGS,415.26,costing formula (live metal),,,371,367.9
AL-111-00031,"Aluminium Busbar 12 X 63 X 3660,6101 T6",AL-111-,KGS,415.26,costing formula (live metal),,,371,367.9
AL-222-00040,"AL Rectangular Conductor, Aluminium Strip 6.0 X 3.0 MM, Super Enameled 0.11MM, Grade-2, Class H",AL-222-,KGS,436.02,costing formula (live metal),,,370,367.9
AL-222-00126,"AL Rectangular Conductor, Aluminium Strip 8 X 3.5 MM, Super Enameled 0.11MM, Grade-2, Class H",AL-222-,KGS,436.02,costing formula (live metal),,,370,367.9
AL-222-00050,"AL Round Conductor, Aluminium Wire Ø3.25 MM, Super Enameled 0.11mm",AL-222-,KGS,436.02,costing formula (live metal),,,370,367.9
AL-222-00060,"Aluminium Strip, As per IS 13730 | IEC 60317 | Part - 28 Class-H Size:  7 x 3 Enamelled 0.11 MM (Finished OD=7.11 x 3.11)",AL-222-,KGS,432.32,costing formula (live metal),510.0,2026-08-03,370,367.9
AL-222-00051,"AL Round Conductor, Aluminium Wire Ø2.33 MM, Super Enameled 0.11mm",AL-222-,KGS,452.78,recent PO (age-weighted),450.0,2026-01-17,369,367.9
AL-222-00036,"AL Rectangular Conductor, Aluminium Strip 9.0 X 3.0 MM, Super Enameled 0.11MM, Grade-2, Class H",AL-222-,KGS,436.02,costing formula (live metal),,,367,367.9
AL-222-00041,"AL Round Conductor, Aluminium Wire Ø0.90 MM, Super Enameled 0.09mm, Finished OD = 1 mm",AL-222-,KGS,449.45,recent PO (age-weighted),440.0,2026-02-24,366,367.9
AL-222-00196,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 12.8 × 3, FG Covering 0.3 mm (Finished OD= 13.1 × 3.3)",AL-222-,KGS,436.02,costing formula (live metal),,,364,367.9
AL-222-00044,"AL Rectangular Conductor, Aluminium Strip 4.5 X 2.5 MM, Super Enameled 0.11MM, Class H",AL-222-,KGS,422.0,recent PO (age-weighted),422.0,2025-11-20,360,367.9
AL-222-00052,"AL Round Conductor, Aluminium Wire Ø1.2 MM, Super Enameled  0.11mm",AL-222-,KGS,436.02,costing formula (live metal),,,360,367.9
AL-222-00054,"AL Round Conductor, Aluminium Wire Ø3.6 MM, Super Enameled 0.11mm",AL-222-,KGS,436.02,costing formula (live metal),,,360,367.9
AL-222-00029,"AL Round Conductor, Aluminium Wire Ø2.6 MM, Super Enameled 0.12mm, Grade-2, Class H, Finished OD = 2.72mm",AL-222-,KGS,436.02,costing formula (live metal),493.0,2026-08-01,357,367.9
AL-222-00031,"AL Round Conductor, Aluminium Wire Ø1.00 MM, Super Enameled 0.09mm, Grade-2, Class H, Finished OD = 1.09 mm",AL-222-,KGS,436.02,costing formula (live metal),483.0,2026-08-01,354,367.9
AL-111-00019,"Aluminium Foil, Electrical Grade:1050, Size: 380 (Width) X 0.6 MM (Thick) (Hardness less than 30)",AL-111-,KGS,432.32,costing formula (live metal),,,350,367.9
AL-222-00134,"Aluminium Busbar, Electrical Grade: A6101-T6, Size: 30(W) x 5(T) MM",AL-222-,KGS,415.26,costing formula (live metal),,,345,367.9
AL-222-00224,"Aluminium Busbar, Electrical Grade: A6101-T6, Size: 60(W) x 8(T) MM",AL-222-,KGS,415.26,costing formula (live metal),,,345,367.9
AL-222-00072,"Aluminium Strip, As per IS 13730 | IEC 60317 | Part - 8 Class-H Size: 7 x 2 Enamelled 0.11 MM (Finished OD=7.1 x 2.1)",AL-222-,KGS,432.32,costing formula (live metal),,,345,367.9
AL-222-00030,"AL Round Conductor, Aluminium Wire Ø3.20 MM, Super Enameled 0.11mm, Grade-2, Class H",AL-222-,KGS,436.02,costing formula (live metal),470.0,2026-02-03,344,367.9
AL-222-00023,"AL Round Conductor, Aluminium Wire Ø2.90 MM, Super Enameled 0.11mm",AL-222-,KGS,436.02,costing formula (live metal),,,343,367.9
AL-222-00018,"AL Round Conductor, Aluminium Wire Ø1.8 MM, Super Enameled  0.11mm",AL-222-,KGS,436.02,costing formula (live metal),390.0,2025-09-29,341,367.9
AL-222-00026,"AL Rectangular Conductor, Aluminium Strip 8.0 X 3.0 MM, Super Enameled 0.11MM, Grade-2, Class H",AL-222-,KGS,436.02,costing formula (live metal),,,340,367.9
AL-111-00015,"Aluminium Foil, Electrical Grade:1050, Size: 200 (Width) X 2 MM (Thick) (Hardness less than 30)",AL-111-,KGS,432.32,costing formula (live metal),479.3,2026-06-02,339,367.9
AL-222-00110,"AL Round Conductor, Aluminium Wire Ø2.94 MM, Super Enameled 0.11mm, Grade-2, Class H",AL-222-,KGS,436.02,costing formula (live metal),,,335,367.9
AL-222-00187,"AL Conductor, Aluminium Strip 6 x 3 mm,Super Enameled  0.08mm , Aluminium Strip, As per IS:13730-Part-27, Class-H, Finished OD: 6.08 X 3.08 mm",AL-222-,KGS,436.02,costing formula (live metal),,,330,367.9
AL-222-00035,"AL Rectangular Conductor, Aluminium Strip 10.0 X 3.5 MM, Super Enameled 0.11MM, Grade-2, Class H",AL-222-,KGS,436.02,costing formula (live metal),,,330,367.9
AL-222-00106,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 8×3, Super Enamelled 0.12 mm (Finished OD= 8.12×3.12)",AL-222-,KGS,436.02,costing formula (live metal),417.0,2025-11-13,330,367.9
AL-222-00021,"AL Round Conductor, Aluminium Wire Ø2.30 MM, Super Enameled  0.11mm",AL-222-,KGS,436.02,costing formula (live metal),402.0,2025-11-20,330,367.9
AL-222-00043,"AL Rectangular Conductor, Aluminium Strip 5.0 X 3.5 MM, Super Enameled 0.11MM, Class H",AL-222-,KGS,436.02,costing formula (live metal),410.0,2025-09-29,325,367.9
AL-222-00102,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 10.5×3, Super Enamelled 0.11 mm (Finished OD= 10.61×3.11)",AL-222-,KGS,436.02,costing formula (live metal),,,325,367.9
AL-222-00109,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 12.6×2.8, Super Enamelled 0.12 mm (Finished OD= 12.72×2.92)",AL-222-,KGS,436.02,costing formula (live metal),,,325,367.9
AL-222-00039,"AL Round Conductor, Aluminium Wire Ø2.00 MM, Super Enameled 0.11mm, Class H",AL-222-,KGS,436.02,costing formula (live metal),,,325,367.9
AL-222-00108,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 8.5×3, Super Enamelled 0.12 mm (Finished OD= 8.62×3.12)",AL-222-,KGS,436.02,costing formula (live metal),,,324,367.9
AL-222-00150,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 5.1 × 2.5, Super Enamelled 0.11 mm (Finished OD= 5.21 × 2.61)",AL-222-,KGS,436.02,costing formula (live metal),,,323,367.9
AL-222-00147,"AL Round Conductor, Aluminium Wire Ø2.8 MM, Super Enameled 0.11mm, Grade-2, Class H, Finished OD = 2.91 mm",AL-222-,KGS,436.02,costing formula (live metal),,,323,367.9
AL-222-00148,"AL Round Conductor, Aluminium Wire Ø3.1 MM, Super Enameled 0.11mm, Grade-2, Class H, Finished OD = 3.21 mm",AL-222-,KGS,436.02,costing formula (live metal),,,323,367.9
AL-222-00057,"Aluminium Strip, As per IS:6162-Part-2, Class-A, Size:  6.6 x 1.6, PC 0.35 MM Kraft Paper Covering(Finished OD=6.95 x 1.95",AL-222-,KGS,432.32,costing formula (live metal),,,322,367.9
AL-222-00107,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 9.5×3, Super Enamelled 0.12 mm (Finished OD= 9.62×3.12)",AL-222-,KGS,436.02,costing formula (live metal),,,321,367.9
AL-222-00135,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 8.5 × 4.5, FG Covering 0.3 mm (Finished OD= 8.8 × 4.8)",AL-222-,KGS,436.02,costing formula (live metal),,,320,367.9
AL-222-00059,"AL Round Conductor, Aluminium Wire Ø2.5 MM, Super Enameled 0.11mm, Grade-2, Class H",AL-222-,KGS,436.02,costing formula (live metal),498.0,2026-08-10,320,367.9
AL-222-00218,"AL Round Conductor, Aluminium Wire Ø3.0 MM, Super Enameled 0.11mm, Grade-2, Class H , IS 13730 | IEC 60317 | Part - 8 (Finished OD=3.11 MM)",AL-222-,KGS,436.02,costing formula (live metal),395.0,2025-10-30,320,367.9
AL-222-00165,Aluminium Conductor – 11 x 4.8 with 0.3mm FG covering,AL-222-,KGS,436.02,costing formula (live metal),,,320,367.9
AL-222-00053,"AL Rectangular Conductor, Aluminium Strip 10.0 X 3.0 MM, Super Enameled 0.11MM",AL-222-,KGS,436.02,costing formula (live metal),,,318,367.9
AL-111-00004,"Aluminium Foil, Electrical Grade:1050, Size: 340 (Width) X 1.5 MM (Thick) (Hardness less than 30)",AL-111-,KGS,436.08,recent PO (age-weighted),479.3,2026-06-02,316,367.9
AL-222-00124,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 5 × 2, Super Enamelled 0.12 mm (Finished OD= 5.12×2.12)",AL-222-,KGS,436.02,costing formula (live metal),,,315,367.9
AL-222-00075,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730-Part-27, Class-H, Size: 12.6 x2.8, Super Enamelled 0.12 mm",AL-222-,KGS,436.02,costing formula (live metal),,,315,367.9
AL-222-00179,"Aluminium Busbar , Electrical Grade: A6101-T6, Size: 50(W) X 6(T) mm",AL-222-,KGS,415.26,costing formula (live metal),435.8,2026-06-24,315,367.9
AL-222-00132,"AL Rectangular Conductor, Aluminium Strip 8 X 2.5 MM, Super Enameled 0.11MM, Grade-2, Class H",AL-222-,KGS,436.02,costing formula (live metal),,,313,367.9
AL-222-00136,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 10.5×3.5, Super Enamelled 0.11 mm (Finished OD= 10.61×3.61)",AL-222-,KGS,436.02,costing formula (live metal),,,313,367.9
AL-222-00145,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 11 × 4.5, Super Enamelled 0.11 mm (Finished OD= 11.11 × 4.61)",AL-222-,KGS,436.02,costing formula (live metal),,,313,367.9
AL-222-00153,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 11.2×3, Super Enamelled 0.12 mm (Finished OD= 11.32×3.62)",AL-222-,KGS,436.02,costing formula (live metal),,,313,367.9
AL-222-00156,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 11×4, Super Enamelled 0.12 mm (Finished OD= 11.12×4.12)",AL-222-,KGS,436.02,costing formula (live metal),,,313,367.9
AL-222-00155,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 14×3.5, Super Enamelled 0.12 mm (Finished OD= 14.12×3.62)",AL-222-,KGS,436.02,costing formula (live metal),,,313,367.9
AL-222-00149,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 6.5 × 3.5, Super Enamelled 0.11 mm (Finished OD= 6.61 × 3.61)",AL-222-,KGS,436.02,costing formula (live metal),,,313,367.9
AL-222-00152,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 8.3×2.5, Super Enamelled 0.11 mm (Finished OD= 8.41×2.61)",AL-222-,KGS,417.0,recent PO (age-weighted),417.0,2025-11-20,313,367.9
AL-222-00101,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 9×2.5, Super Enamelled 0.11 mm (Finished OD= 9.11×2.61)",AL-222-,KGS,436.02,costing formula (live metal),,,313,367.9
AL-222-00154,"AL Rectangular Conductor, Aluminium Strip, As per IS:13730 | IEC 60317-Part-28, Class-H, Size: 9×4, Super Enamelled 0.12 mm (Finished OD= 9.12×4.12)",AL-222-,KGS,436.02,costing formula (live metal),,,313,367.9
AL-222-00074,"AL Round Conductor, Aluminium Wire Ø2.2 MM, Super Enameled 0.1mm, Grade-2, Class H , IS 13730 | IEC 60317 | Part - 8 (Finished OD=2.3 MM)",AL-222-,KGS,436.02,costing formula (live metal),402.0,2025-11-20,310,367.9
AL-222-00190,Aluminium Bus Bar Electrical Grade : A6101-T6 Size 40(W) x 12(T),AL-222-,KGS,415.26,costing formula (live metal),327.0,2025-09-15,299,367.9
AL-222-00188,Aluminium Bus Bar Electrical Grade : A6101-T6 Size 40(W) x 8(T),AL-222-,KGS,415.26,costing formula (live metal),327.0,2025-09-16,295,367.9
AL-222-00004,"AL Conductor, Aluminium Strip 10.5 x 3.25mm,Super Enameled  0.12mm , Aluminium Strip, As per IS:13730-Part-27, Class-H",AL-222-,KGS,436.02,costing formula (live metal),,,290,367.9
AL-222-00003,"AL Conductor, Aluminium Strip 11.4 x 3.55mm,Super Enameled  0.12mm",AL-222-,KGS,436.02,costing formula (live metal),,,290,367.9
AL-222-00015,"Aluminium Wire Multi Paper Covering (MPC), As per IS:6162-Part-1, Class-A, Size: Dia - 3 MM, PC 2 MM Paper Covering",AL-222-,KGS,432.32,costing formula (live metal),,,290,367.9
AL-222-00013,"Aluminium Busbar, Electrical Grade: A6101-T6, Size: 30(W) x 6(T)mm",AL-222-,KGS,415.26,costing formula (live metal),,,279,367.9
AL-111-00013,"Aluminium Foil, Electrical Grade:1050, Size: 100 (Width) X 0.5 MM (Thick) (Hardness less than 30)",AL-111-,KGS,432.32,costing formula (live metal),,,275,367.9
AL-111-00017,"Aluminium Foil, Electrical Grade:1050, Size: 200 (Width) X 0.5 MM (Thick) (Hardness less than 30)",AL-111-,KGS,432.32,costing formula (live metal),,,275,367.9
AL-111-00012,"Aluminium Foil, Electrical Grade:1050, Size: 250 (Width) X 0.5 MM (Thick) (Hardness less than 30)",AL-111-,KGS,432.32,costing formula (live metal),,,275,367.9
AL-111-00011,"Aluminium Foil, Electrical Grade:1050, Size: 300 (Width) X 0.5 MM (Thick) (Hardness less than 30)",AL-111-,KGS,432.32,costing formula (live metal),,,275,367.9
AL-222-00002,"AL Conductor, Aluminium 12 x 4.60mm, PC 0.40mm",AL-222-,KGS,436.02,costing formula (live metal),,,195,367.9
AL-222-00001,"AL Conductor, Aluminium 5.50 X 2.00mm, PC 0.40mm",AL-222-,KGS,436.02,costing formula (live metal),,,192,367.9
CMP-444-00138,"FG Sheet, Grade: GPO3, 10 MM (Thickness)",CMP-444-,KGS,293.03,recent PO (age-weighted),290.0,2026-07-24,350,175.0
CC-555-00018,"Limb Core Lamination Strips, Size : 44(L) x 130(W) mm, Grade : CRGO M3-0.23(T) mm, Core Loss : 0.68W/kg @ 1.5T 50Hz, As per drawing no : 5004-B02-02",CC-555-,KGS,265.0,recent PO (age-weighted),265.0,2026-03-02,290,175.0
CC-555-00017,"Yoke Core Lamination Strips, Size : 380(L) x 130(W) mm, Grade : CRGO M3-0.23(T) mm, Core Loss : 0.68W/kg @ 1.5T 50Hz, As per drawing no : 5004-B01-02",CC-555-,KGS,265.0,recent PO (age-weighted),265.0,2026-03-02,290,175.0
CC-555-00378,"Core Lamination Strips - 1, Size : 320(L) X 40(W), Grade: CRGO, MOH-0.23 thk MM, Max Core Loss 0.65 W/Kg@1.5 T, 50Hz, As Per Drawing No: 2028-B01-02",CC-555-,KGS,262.03,recent PO (age-weighted),265.0,2025-10-17,285,175.0
CC-555-00379,"Core Lamination Strips - 2, Size : 190(L) X 40(W), Grade: CRGO, MOH-0.23 thk MM, Max Core Loss 0.65 W/Kg@1.5 T, 50Hz, As Per Drawing No: 2028-B02-02",CC-555-,KGS,262.03,recent PO (age-weighted),265.0,2025-10-17,285,175.0
CC-555-00380,"Core Lamination Strips - 3, Size : 115(L) X 40(W), Grade: CRGO, MOH-0.23 thk MM, Max Core Loss 0.65 W/Kg@1.5 T, 50Hz, As Per Drawing No: 2028-B03-02",CC-555-,KGS,262.03,recent PO (age-weighted),265.0,2025-10-17,285,175.0
CC-555-00325,"Limb Core Lamination Strips, Size: 50(L) X 90(W), Grade: CRGO,M3, 0.23 thk MM, Max Core Loss 0.68 W/Kg@1.5 T, 50Hz, As per drawing No: 5014-03-00-03",CC-555-,KGS,175.0,metal benchmark (indicative),,,280,175.0
CC-555-00328,"Yoke Core Lamination Strips, Size: 375(L) X 75(W), Grade: CRGO,M3, 0.23 thk MM, Max Core Loss 0.68 W/Kg@1.5 T, 50Hz, As per drawing No: 5014-04-00-03",CC-555-,KGS,175.0,metal benchmark (indicative),,,280,175.0
CC-555-00326,"Yoke Core Lamination Strips, Size: 450(L) X 90(W), Grade: CRGO,M3, 0.23 thk MM, Max Core Loss 0.68 W/Kg@1.5 T, 50Hz, As per drawing No: 5014-03-00-03",CC-555-,KGS,175.0,metal benchmark (indicative),,,280,175.0
CC-555-00364,"Core E & I Lamination 1 - Ph Type 16, CRGO Grade: M4-0.27, Core Loss <1.1W/Kg@1.7 T, 50Hz, As per drawing No: 2021-08-00-02",CC-555-,KGS,175.0,metal benchmark (indicative),,,270,175.0
CC-555-00149,"Limb Core Lamination Strips, Size: 44(L) X 45(W), Grade: CRGO,M4, 0.27 thk MM, Max Core Loss 1.25 W/Kg@1.7 T, 50Hz",CC-555-,KGS,224.45,recent PO (age-weighted),257.0,24/04/2025,257,175.0
CC-555-00148,"Yoke Core Lamination Strips, Size: 285(L) X 45(W), Grade: CRGO,M4, 0.27 thk MM, Max Core Loss 1.25 W/Kg@1.7 T, 50Hz",CC-555-,KGS,224.45,recent PO (age-weighted),257.0,24/04/2025,257,175.0
CC-555-00222," Core Lamination 2 Strips, Size: 245(L) x 45(W) ,Grade: M4, CRGO -0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,250,175.0
CC-555-00224," Core Lamination 2 Strips, Size: 245(L) x 50(W) ,Grade: M4, CRGO -0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,250,175.0
CC-555-00191,"Core Lamination 1 Strips, Size: 425(L) x 55(W), Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,250,175.0
CC-555-00223,"Core Lamination 1 Strips, Size: 450(L) x 50(W),  Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz, As per drawing",CC-555-,KGS,175.0,metal benchmark (indicative),,,250,175.0
CC-555-00226,"Core Lamination 1 Strips, Size: 450(L) x 60(W),  Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz, As per drawing",CC-555-,KGS,175.0,metal benchmark (indicative),,,250,175.0
CC-555-00193,"Core Lamination 1 Strips, Size: 470(L) x 60(W), Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,250,175.0
CC-555-00228,"Core Lamination 1 Strips, Size: 510(L) x 80(W),  Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.9w/Kg @ 1.5T, 50Hz, As per drawing  2020-29-00-02",CC-555-,KGS,175.0,metal benchmark (indicative),,,250,175.0
CC-555-00230,"Core Lamination 1 Strips, Size: 550(L) x 80(W),  Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz, As per drawing",CC-555-,KGS,175.0,metal benchmark (indicative),,,250,175.0
CC-555-00225,"Core Lamination 2 Strips, Size: 335(L) x 55(W), Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,250,175.0
CC-555-00229,"Core Lamination 2 Strips, Size: 385(L) x 80(W),  Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.9w/Kg @ 1.5T, 50Hz, As per drawing",CC-555-,KGS,175.0,metal benchmark (indicative),,,250,175.0
CC-555-00227,"Core Lamination 2 Strips, Size: 415(L) x 60(W),  Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz, As per drawing",CC-555-,KGS,175.0,metal benchmark (indicative),,,250,175.0
CC-555-00192,"Core Lamination 2 Strips, Size: 425(L) x 60(W), Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,250,175.0
CC-555-00231,"Core Lamination 2 Strips, Size: 505(L) x 80(W),  Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz, As per drawing",CC-555-,KGS,175.0,metal benchmark (indicative),,,250,175.0
CC-555-00180," Core Lamination 1 Strips, Size: 395(L) x 45(W) ,Grade: M4, CRGO -0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,248,175.0
CC-555-00220," Core Lamination 2 Strips, Size: 285(L) x 45(W) ,Grade: M4, CRGO -0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,248,175.0
CC-555-00084,"CRGO Lamination-1 Strips, Size: 125(L) X 70(W), Hole: Ø14MM, Grade: M4-0.27MM, CRGO-Max Core Loss 0.83 W/Kg@1.5 T, 50Hz.",CC-555-,KGS,176.0,recent PO (age-weighted),176.0,26/05/2025,234,175.0
CC-555-00086,"CRGO Lamination-3 Strips, Size: 180(L) X 70(W), Hole: Ø14MM, Grade: M4-0.27MM, CRGO-Max Core Loss 0.83 W/Kg@1.5 T, 50Hz.",CC-555-,KGS,176.0,recent PO (age-weighted),176.0,26/05/2025,233,175.0
CC-555-00085,"CRGO Lamination-2 Strips, Size: 290(L) X 70(W), Hole: Ø14MM, Grade: M4-0.27MM, CRGO-Max Core Loss 0.83 W/Kg@1.5 T, 50Hz.",CC-555-,KGS,176.0,recent PO (age-weighted),176.0,26/05/2025,232,175.0
CC-555-00262,"Limb Core Lamination Strips, Size: 300(L) x 55(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.27 W/Kg @ 1.7T, 50Hz, As per drawing 2020-37-B02-01",CC-555-,KGS,230.0,recent PO (age-weighted),230.0,2025-08-04,229,175.0
CC-555-00258,"Limb Core Lamination Strips, Size: 330(L) x 70(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.27 W/Kg @ 1.7T, 50Hz, As per drawing 2020-35-B02-01",CC-555-,KGS,230.0,recent PO (age-weighted),230.0,2025-08-05,229,175.0
CC-555-00261,"Yoke Core Lamination Strips, Size: 395(L) x 55(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.27 W/Kg @ 1.7T, 50Hz, As per drawing 2020-37-B01-01",CC-555-,KGS,230.0,recent PO (age-weighted),230.0,2025-08-04,229,175.0
CC-555-00257,"Yoke Core Lamination Strips, Size: 470(L) x 70(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.27 W/Kg @ 1.7T, 50Hz, As per drawing 2020-35-B01-01",CC-555-,KGS,230.0,recent PO (age-weighted),230.0,2025-08-05,229,175.0
CMP-444-00071,"FG Sheet, Grade: GPO3, 2 MM (Thickness)",CMP-444-,KGS,175.0,metal benchmark (indicative),,,220,175.0
