item_code,item_name,category,uom,predicted_rate,source,last_po_price,last_po_date,erp_rate,live_metal_rate
CC-555-00232,"Core Lamination 1 Strips, Size: 505(L) x 75(W),  Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz, As per drawing",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00218,"Core Lamination 1 Strips, Size: 625(L) x 95(W),  Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz, As per drawing",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00239,"Core Lamination 1 Strips, Size: 790(L) x 120(W),  Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz, As per drawing 2020-22-00-02",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00398,"Core Lamination 1, Size : 240(L) x 60(W) mm, CRNO Grade: M250-35A, 0.35MM, Max Core Loss 2.5 W/Kg@1.5 T, 50Hz, As Per Drawing No : 2023-03-00-02",CC-555-,KGS,175.0,metal benchmark (indicative),,,,175.0
CC-555-00397,"Core Lamination 1, Size : 320(L) x 80(W) mm, CRNO Grade: M250-35A, 0.35MM, Max Core Loss 2.5 W/Kg@1.5 T, 50Hz, As Per Drawing No : 2023-05-B01-02",CC-555-,KGS,175.0,metal benchmark (indicative),,,,175.0
CC-555-00207,"Core Lamination 2 Strips, Size: 145(L) x 45(W), Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz@ 1.5T",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00391,"Core Lamination 2 Strips, Size: 155(L) x 70(W), Grade: CRNO 0.35(T) mm, Max Core Loss 1.5 W/Kg@1.5 T, 50Hz, As per Drawing No: 2022-05-B02-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,,175.0
CC-555-00211,"Core Lamination 2 Strips, Size: 205(L) x 50(W), Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz@ 1.5T",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00215,"Core Lamination 2 Strips, Size: 205(L) x 55(W),  Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz, As per drawing",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00195,"Core Lamination 2 Strips, Size: 240(L) x 40(W), Grade: M4, CRGO -0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00186,"Core Lamination 2 Strips, Size: 250(L) x 50(W), Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00201,"Core Lamination 2 Strips, Size: 255(L) x 50(W), Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz@ 1.5T",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00216,"Core Lamination 2 Strips, Size: 275(L) x 50(W),  Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz, As per drawing",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00190,"Core Lamination 2 Strips, Size: 350(L) x 55(W), Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00188,"Core Lamination 2 Strips, Size: 360(L) x 55(W), Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00233,"Core Lamination 2 Strips, Size: 365(L) x 75(W),  Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz, As per drawing",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00240,"Core Lamination 2 Strips, Size: 590(L) x 120(W),  Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz, As per drawing 2020-22-00-02.",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00219,"Core Lamination 2 Strips, Size: 650(L) x 95(W),  Grade: CRGO M4 0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz, As per drawing",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00121,"Core Lamination 60 KVA , CRGO M4-0.27mm Thick @ 1.65 T, 50 Hz (CAT-C)",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00122,"Core Lamination 60 KVA , CRGO M4-0.27mm Thick @ 1.65 T,1.13W/Kg, 50 Hz ",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00117,"Core Lamination 9 KVA , CRGO M4-0.27mm Thick @ 1.65 T, 50 Hz (CAT-C)",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00130,"Core Lamination Size:305 (L) x 30 (W) x 0.23 (T)  Grade:CRGO , M3 (For Lab Test)",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00131,"Core Lamination Size:305 (L) x 30 (W) x 0.27 (T)  Grade:CRGO , M4 (For Lab Test)",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00235,"Core Lamination Strips  TY 16  CRNO 0.35MM, Length 114",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00033,"Core Lamination Strips (RC2003-01), Grade: M4-0.27MM, Max Core Loss 0.83 W/Kg@1.5 T",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00026,"Core Lamination Strips (RC2003-02), Grade: M4-0.27MM, Max Core Loss 0.83 W/Kg@1.5 T",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00034,"Core Lamination Strips (RC2003-03), Grade: M4-0.27MM, Max Core Loss 0.83 W/Kg@1.5 T",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00035,"Core Lamination Strips (RC2003-05), Grade: M4-0.27MM, Max Core Loss 0.83 W/Kg@1.5 T",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00032,"Core Lamination Strips (RC2003-07), Grade: M4-0.27MM, Max Core Loss 0.83 W/Kg@1.5 T, 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00040,"Core Lamination Strips (RC2003-08), Grade: M4-0.27MM, Max Core Loss 0.83 W/Kg@1.5 T, 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00027,"Core Lamination Strips (RC2011-01), Grade: M4-0.27MM, Max Core Loss 0.83 W/Kg@1.5 T",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00031,"Core Lamination Strips (RC2012-05), CRGO Grade: M4-0.27MM, Max Core Loss 1.02 W/Kg@1.5 T, 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00030,"Core Lamination Strips (RC5002-01), Grade: M4-0.27MM, Max Core Loss 0.83 W/Kg@1.5 T, 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00392,"Core Lamination Strips - 1, Size: 125(L) x 50(W), Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2030-B01-01",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2025-09-29,,175.0
CC-555-00406,"Core Lamination Strips - 1, Size: 125(L) x 70(W), Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2010-01-B01-02",CC-555-,KGS,220.0,recent PO (age-weighted),220.0,2025-12-16,,175.0
CC-555-00356,"Core Lamination Strips - 1, Size: 165(L) x 80(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2022-04-B01-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00396,"Core Lamination Strips - 2, Size : 205(L) x 50(W), CRNO Grade: M360, 0.5 (T)mm, Max Core Loss 3.6 W/Kg@1.5 T, 50Hz",CC-555-,KGS,96.0,recent PO (age-weighted),96.0,2026-02-03,,175.0
CC-555-00357,"Core Lamination Strips - 2, Size: 285(L) x 80(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2022-04-B02-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00393,"Core Lamination Strips - 2, Size: 290(L) x 50(W), Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2030-B01-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2025-09-29,,175.0
CC-555-00407,"Core Lamination Strips - 2, Size: 290(L) x 70(W), Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2010-01-B02-02",CC-555-,KGS,220.0,recent PO (age-weighted),220.0,2025-12-16,,175.0
CC-555-00408,"Core Lamination Strips - 3, Size: 180(L) x 70(W), Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2010-01-B03-02",CC-555-,KGS,220.0,recent PO (age-weighted),220.0,2025-12-16,,175.0
CC-555-00394,"Core Lamination Strips - 3, Size: 200(L) x 50(W), Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2030-B01-03",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2025-09-29,,175.0
CC-555-00358,"Core Lamination Strips - 3, Size: 250(L) x 80(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2022-04-B03-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00473,"Core Lamination Strips, Grade: CRGO,M6-35A,0.35mm/Equivalent, Max Core Loss 1.35W/kg@1.7T, 50Hz, As per drawing No : 2025-03-B01-02",CC-555-,KGS,195.0,recent PO (age-weighted),195.0,2026-07-30,,175.0
CC-555-00474,"Core Lamination Strips, Grade: CRGO,M6-35A,0.35mm/Equivalent, Max Core Loss 1.35W/kg@1.7T, 50Hz, As per drawing No : 2025-03-B02-02",CC-555-,KGS,195.0,recent PO (age-weighted),195.0,2026-07-30,,175.0
CC-555-00475,"Core Lamination Strips, Grade: CRGO,M6-35A,0.35mm/Equivalent, Max Core Loss 1.35W/kg@1.7T, 50Hz, As per drawing No : 2025-03-B03-02",CC-555-,KGS,195.0,recent PO (age-weighted),195.0,2026-07-30,,175.0
CC-555-00452,"Core Lamination Strips-1, Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No : 2036-01-B01-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-05-18,,175.0
CC-555-00449,"Core Lamination Strips-1, Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No : 2036-B01-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-05-18,,175.0
CC-555-00426,"Core Lamination Strips-1, Size : 220(L) x 50(W), Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No : 2034-B01-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-03-05,,175.0
CC-555-00429,"Core Lamination Strips-1, Size : 355(L) x 100(W), Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No : 2029-03-B01-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-03-25,,175.0
CC-555-00468,"Core Lamination Strips-1, Size : 435(L) x 105(W), Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As Per Drawing No : 2035-03-B01-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-07-01,,175.0
CC-555-00432,"Core Lamination Strips-1, Size : 495(L) x 105(W), Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No : 2035-B01-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-03-26,,175.0
CC-555-00419,"Core Lamination Strips-1, Size: 460(L) x 90(W), Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No : 2024-11-B01-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-02-09,,175.0
CC-555-00453,"Core Lamination Strips-2, Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No : 2036-01-B02-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-05-18,,175.0
CC-555-00450,"Core Lamination Strips-2, Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No : 2036-B02-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-05-18,,175.0
CC-555-00427,"Core Lamination Strips-2, Size : 110(L) x 50(W), Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No : 2034-B02-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-03-05,,175.0
CC-555-00433,"Core Lamination Strips-2, Size : 220(L) x 105(W), Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No : 2035-B02-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-03-26,,175.0
CC-555-00469,"Core Lamination Strips-2, Size : 225(L) x 105(W), Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As Per Drawing No : 2035-03-B02-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-07-01,,175.0
CC-555-00430,"Core Lamination Strips-2, Size : 260(L) x 100(W), Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No : 2029-03-B02-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-03-25,,175.0
CC-555-00420,"Core Lamination Strips-2, Size: 260(L) x 90(W), Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No : 2024-11-B02-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-02-09,,175.0
CC-555-00454,"Core Lamination Strips-3, Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No : 2036-01-B03-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-05-18,,175.0
CC-555-00451,"Core Lamination Strips-3, Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No : 2036-B03-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-05-18,,175.0
CC-555-00428,"Core Lamination Strips-3, Size : 170(L) x 50(W), Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No : 2034-B03-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-03-05,,175.0
CC-555-00434,"Core Lamination Strips-3, Size : 335(L) x 105(W), Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No : 2035-B03-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-03-26,,175.0
CC-555-00470,"Core Lamination Strips-3, Size : 345(L) x 105(W), Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As Per Drawing No : 2035-03-B03-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-07-01,,175.0
CC-555-00431,"Core Lamination Strips-3, Size : 420(L) x 100(W), Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No : 2029-03-B03-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-03-25,,175.0
CC-555-00421,"Core Lamination Strips-3, Size: 430(L) x 90(W), Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No : 2024-11-B03-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-02-09,,175.0
CC-555-00410,"Core Lamination, Grade : CRGO, Core Loss : <1W/Kg@1.7T, 0.23(T) mm, Model : 23-100, Width = 45mm",CC-555-,KGS,180.41,recent PO (age-weighted),190.0,2026-04-09,,175.0
CC-555-00412,"Core Lamination, Grade : CRNGO, Core Loss : <2.15 W/Kg@1.5T, 0.25(T) mm, Model : 25-1300, Width = 70mm",CC-555-,KGS,175.0,metal benchmark (indicative),,,,175.0
CC-555-00411,"Core Lamination, Grade : CRNGO, Core Loss : <4.2 W/Kg@1.5T, 0.5(T) mm, Model : 50-470, Width = 60mm",CC-555-,KGS,108.19,recent PO (age-weighted),79.43,2025-12-19,,175.0
CC-555-00455,"Core Lamination-1, Size : 195(L) x 100(W)mm, Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz As Per Drawing No : 2035-02-B01-02",CC-555-,KGS,192.0,recent PO (age-weighted),192.0,2026-08-04,,175.0
CC-555-00445,"Core Lamination-1, Size : 195(L) x 85(W)mm, CRNO Grade : 0.35mm, Max Core Loss : 2.7W/kg@1.5T, 50Hz, As Per Drawing No : 2035-01-B01-02",CC-555-,KGS,132.0,recent PO (age-weighted),132.0,2026-04-24,,175.0
CC-555-00483,"Core Lamination-1, Size : 440(L) x 120(W)mm, Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz As Per Drawing No : 2039-B01-02",CC-555-,KGS,175.0,metal benchmark (indicative),,,,175.0
CC-555-00484,"Core Lamination-2, Size : 230(L) x 120(W)mm, Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz As Per Drawing No : 2039-B02-02",CC-555-,KGS,175.0,metal benchmark (indicative),,,,175.0
CC-555-00456,"Core Lamination-2, Size : 390(L) x 100(W)mm, Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz As Per Drawing No : 2035-02-B02-02",CC-555-,KGS,192.0,recent PO (age-weighted),192.0,2026-08-04,,175.0
CC-555-00446,"Core Lamination-2, Size : 485(L) x 85(W)mm, CRNO Grade : 0.35mm, Max Core Loss : 2.7W/kg@1.5T, 50Hz, As Per Drawing No : 2035-01-B02-02",CC-555-,KGS,132.0,recent PO (age-weighted),132.0,2026-04-24,,175.0
CC-555-00457,"Core Lamination-3, Size : 600(L) x 200(W)mm, Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz As Per Drawing No : 2035-02-B03-02",CC-555-,KGS,192.0,recent PO (age-weighted),192.0,2026-08-04,,175.0
CC-555-00458,"Core Lamination-4, Size : 600(L) x 100(W)mm, Grade: CRGO, M4-0.27thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz As Per Drawing No : 2035-02-B04-02",CC-555-,KGS,192.0,recent PO (age-weighted),192.0,2026-08-04,,175.0
CC-555-00234,"Core Laminations (600 KVA), CRGO Grade M4 (0.27), Cut to Length Laminations, as per drawing No: 2024-03-00-02",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00012,"Core Laminations (63 KVA), Material Grade:M4 (0.27 MM), Max Core Loss 1.25 W/Kg@1.7T",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00355,"Core Laminations for 500 KVA, CRGO Grade M4-0.27, Core Loss: 1.2W/Kg @ 1.7T,  Cut to Length Laminations, As Per Drawing No : 2024-10-00-02",CC-555-,KGS,175.0,metal benchmark (indicative),,,,175.0
CMP-444-00210,"FG Sheet, Grade: GPO3, (UL) 1.0 MM (Thickness)",CMP-444-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CMP-444-00070,"FG Sheet, Grade: GPO3, 1.0 MM (Thickness)",CMP-444-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CMP-444-00051,"FG Sheet, Grade: GPO3, 1.5 MM (Thickness)",CMP-444-,KGS,245.0,recent PO (age-weighted),245.0,2025-09-15,0,175.0
CMP-444-00180,"FG Sheet, Grade: GPO3, 3.5 MM (Thickness)",CMP-444-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CMP-444-00147,"FG Sheet, Grade: GPO3, 5 MM (Thickness)",CMP-444-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00267,"Lamination 1, Size:120 (L) x 50 (W), Material: CRNGO , Grade: 210-35, Max <2.1W/kg @ 1.5T, 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00270,"Lamination 1, Size:335 (L) x 60 (W), Material: CRNGO , 0.25 mm , Core loss: Max 0.83W/kg @ 1.5T, 50Hz, As per drawing No: 2021-07-B01-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00268,"Lamination 2, Size: 265 (L) x 50 (W), Material: CRNGO , Grade: 210-35, Max <2.1W/kg @ 1.5T, 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00271,"Lamination 2, Size: 60 (L) x 30 (W), Material: CRNGO , 0.25mm(T), Core loss: Max 0.83 W/kg @ 1.5T, 50Hz, As per drawing No: 2021-07-B02-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00269,"Lamination 3, Size: 190 (L) x 50 (W), Material: CRNGO , Grade: 210-35, Max <2.1W/kg @ 1.5T, 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00272,"Lamination 3, Size: 335 (L) x 30 (W), Material: CRNGO , 0.25mm(T), Core loss: Max 0.83 W/kg @ 1.5T, 50Hz,As per drawing No: 2021-07-B03-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00273,"Lamination 4, Size: 120 (L) x 30 (W), Material: CRNGO , 0.25mm(T), Core loss: Max 0.83 W/kg @ 1.5T,  As per drawing No: 2021-07-B04-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00015,"Lamination Magnetic Core: 380 X 80 MM, CRGO, Grade: M-OH, 0.23 MM Thick, Core Loss: <0.93 W/Kg, 1.7T @ 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00016,"Lamination Magnetic Core: 41.5(L) X 80(W) MM, CRGO, Grade: M-OH, 0.23 MM Thick, Core Loss: <0.93 W/Kg, 1.7T @ 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00244,"Limb Core Lamination Size: 44(L) X 55(W), Material: CRNGO , Grade: M250-35A ( 35H250) , Core Loss: Max 2.5W/Kg @1.5T/50Hz, As Per Drawing 2024-04-B01-02",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00241,"Limb Core Lamination Size: 44(L) X 80(W), Material: CRNGO , Grade: M250-35A ( 35CG250) , Core Loss: Max 2.25W/Kg @1.5T/50Hz, As Per Drawing 5001-01-B01-02",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00246,"Limb Core Lamination Size: 44(L) X 85(W), Material: CRNGO , Grade: M250-35A ( 35H250) , Core Loss: Max 2.5W/Kg @1.5T/50Hz, As Per Drawing 2024-05-B01-02",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00425,"Limb Core Lamination Strips, Size : 50(L) x 75(W) mm, Grade : CRGO M3-0.23(T) mm, Core Loss : 0.68W/kg @ 1.5T 50Hz, As per drawing no : 5004-01-B02-02",CC-555-,KGS,265.0,recent PO (age-weighted),265.0,2026-03-02,,175.0
CC-555-00264,"Limb Core Lamination Strips, Size: 125(L) x 40(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.27 W/Kg @ 1.7T, 50Hz, As per drawing 2020-38-B02-01 & 2020-39-B02-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00293,"Limb Core Lamination Strips, Size: 215(L) x 40(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.27 W/Kg @ 1.7T, 50Hz, As per drawing 2024-07-B02-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00275,"Limb Core Lamination Strips, Size: 240(L) x 40(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2020-40-B02-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00316,"Limb Core Lamination Strips, Size: 34(L) X 70(W), Grade: CRGO,M3, 0.23 thk MM, Max Core Loss 0.68 W/Kg@1.5 T, 50Hz, As per drawing No: 5017-01-00-03",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00278,"Limb Core Lamination Strips, Size: 355(L) x 110(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2020-48-B02-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00260,"Limb Core Lamination Strips, Size: 390(L) x 65(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.27 W/Kg @ 1.7T, 50Hz, As per drawing 2020-36-B02-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00282,"Limb Core Lamination Strips, Size: 405(L) x 110(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2020-49-B02-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00285,"Limb Core Lamination Strips, Size: 405(L) x 110(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2020-50-B02-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00289,"Limb Core Lamination Strips, Size: 405(L) x 140(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2020-51-B02-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00312,"Limb Core Lamination Strips, Size: 41(L) X 60(W), Grade: CRGO,M3, 0.23 thk MM, Max Core Loss 0.68 W/Kg@1.5 T, 50Hz, As per drawing No: 5017-00-03",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00354,"Limb Core Lamination Strips, Size: 44(L) X 45(W), Grade: CRGO,M3, 0.23 thk MM, Max Core Loss 0.68 W/Kg@1.5 T, 50Hz, As per drawing No: 5014-02-B02-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00327,"Limb Core Lamination Strips, Size: 45(L) X 75(W), Grade: CRGO,M3, 0.23 thk MM, Max Core Loss 0.68 W/Kg@1.5 T, 50Hz, As per drawing No: 5014-04-00-03",CC-555-,KGS,175.0,metal benchmark (indicative),,,,175.0
